Inclusion,votes_total,votes_gallery_(Calc),votes_local_network,createdate,ipaddress,EIN,Photo,URL_in_Story_(Calc),matched_zip,Story_Text,give_reason,give_method
TRUE,141,48,93,42316.3531,74.131.88.150,45-4527581,TRUE,TRUE,40206,"'A picture is worth a thousand words.' We've heard this saying many times, but in the case of animal rescue it speaks volumes. My husband and I have spent many years volunteering with various animal rescue organizations, providing transport, graphic design services, fostering and event support. However, what we have seen that makes the most difference has been the photography we provide. Photography captures a moment in time that shows the world the personality and beauty of a pet. We can show the dramatic transformation that a loving foster home affords. We can show the nurturing of a mother to her puppies. We can show the playfulness that a 7-year-old still exudes. We can show the puppy personality in a young dog that's only known the life of being a breeder dog.\n\nThe rescue that we support and nominate is Hand-In-Paw Rescue (http://handinpawrescue.org), a foster-based rescue in Louisville, Ky., that pulls pregnant and lactating mother dogs, as well as orphaned puppies from the high-kill shelters in the area and the state. Hand-In-Paw (HIP), while rescuing any breed of dog, has ended up with many pit bulls. One of their most recent pregnant dogs was a pit bull who gave birth to 18 healthy puppies. The organization advocates for spay/neuter, especially with pit bulls. We are proud to be able to photograph the many dogs that they rescue.\n\nThe photograph is of Clover and a few of her puppies. Clover is the pit bull who gave birth to 18 puppies (lovingly nicknamed The Roots). She and her litter were highlighted in a local magazine (Louisville Magazine). ",,
TRUE,18,3,15,42316.62243,173.25.36.149,20-0230550,TRUE,TRUE,34474,"I have my own mission, but giving to, working with and praying for Harvest House Haiti’s work in Haiti has been a blessing.  Harvest House Haiti’s mission to schools is similar to mine, so work and donation there just extends my reach in Haiti.  Also, Harvest House Haiti’s mission at Children’s Village in St George is close to my heart—a home for children with illness and disability.  This is truly caring for the forgotten in Haiti, and the plans are ones that help the entire community in which Children’s Village is located.  This is helping without hurting in action-- providing work, clean water, and local support to the elderly, in addition to the primary mission for the children.  The well is already in and serving the community.  Next is preservation of the beach, a security wall, and a high tunnel and greenhouse for vegetable production, where workers can sell what they grow.  There currently is no market in St George, so this is filling a much needed niche.  Serving the elderly will be in the form of a meal site on the property, and other support as it is available.  The kids will receive care day and night, and we are able to provide hands on help with regular medical and physical exams, recommending proper supportive and restorative care.  All of this requires funds, both set up and ongoing, and we in the US have funds.  I am convinced that we are to share where we see a need and it touches our hearts, and I have been able to do that for Harvest House Haiti.                  www.harvesthousehaiti.com",,
TRUE,10,1,9,42332.57456,108.29.95.8,27-2525894,TRUE,FALSE,20914,"I felt compelled to go to Haiti after seeing images of the devastation of the 2010 Earthquake. I finally had the chance to volunteer with a grass-roots nonprofit called HaveServe operating on a shoestring budget in the community of Lebrun. This tiny organization was bringing hope, food, education and medical care to this remote village. I had the opportunity to work in a free summer camp organized by HavServe that provides an incredible, fun and educational experience to more than 400 children. In addition, I ran 2 women's empowerment workshops as part of HavServe's microlending program. These people live in the most difficult of conditions - no electricity, no running water, no sanitation, no government services and little to no chance of escaping extreme poverty but they hope and dream about a brighter future and HavServe is the only organization helping them. Now back in the U.S., I am trying to secure corporate sponsors and other backers to help fund HavServe's efforts. We have already received donations of laptops and tablets to create a computer lab. If we win this contest, we will buy a solar generator to power it. ",,
TRUE,158,42,116,42321.63796,71.172.243.65,91-1177835,TRUE,TRUE,99209,"Healing the Children\nBeing a host parent for “Healing the Children” for the past twenty years has brought me so much joy.  Knowing that we can provide a safe home for a child with medical needs traveling from another country, without his or her family, is a very important role that we play in their lives.  Our love for the child becomes unconditional as we step in as Mother, Father, Sister, and Brother……Family. Being separated from their family in addition to experiencing difficult procedures and physical discomfort or pain is very scary for them. Giving them the comfort of family support during these times is a chance to be the positive support that may make all the difference in their lives. Taking care of a four year old girl in my home who is completely blind, away from her family, and speaking a different language is something that requires understanding and special attention. Being there to witness her receive vision, against all odds, and see her own reflection for the first time in her life as she exclaims “Look!  It’s me!  It’s me!” looking into the mirror…that is the reward.  Helping a child walk with his new prosthetic legs as he looks me in the eyes and says “They feel like real legs!” and hearing him explain how good it feels to be tall enough to hug people face to face is an experience that is unique and unforgettable. Listening to children scarred from burns on their body explain how lucky they are, and grateful for life, and these children come with no material possessions, just their open hearts and sometimes open wounds. These children are the ones giving gifts without even knowing it. Hugging, kissing, feeding, holding the hand of and mostly just loving a child in need is not hard to do. It is also a privilege and an honor. Ultimately they give more to me than I give to them.  The gift of love!\nhttp://htcnj.org/\n",,
TRUE,29,10,19,42313.39249,73.153.146.147,83-0380956,TRUE,TRUE,80222,"' May the love for my art actuate me at all time' is a phrase from the Oath of Maimonides, ancient scholar, philosopher and physician.  I started sharing my life with Health Care for All Colorado and HCAC Foundation (www.hcacfoundation.org) after the Pediatric practice where I worked was closed, with one month's notice, by its corporate owners.  The 'art of medicine' that I loved had become business and billing, rather than science and people. \n \nHealth Care for All Colorado Foundation(501c3) is the research and educational arm of its 501c4, Health Care for All Colorado, which advocates and works to build the grassroots movement for single payer health care that is publicly funded.  Paying a percentage of income each year in a health care' tax', as we fund public schools, would allow everyone to pay into a health care fund that would pay all providers.  The overhead administrative costs are a fraction of what is paid now to a myriad of private insurers.  Even more important is the reassurance that no one would go without needed medical care or fear bankruptcy from reams of medical bills. Once that tax is paid, no other premiums, co-pays, deductibles or other hidden costs!  For providers, it means less time and money spent on billing procedures, and more time to listen to patients.  After experiencing and listening to so many 'health care horror stories' and seeing corporations making medical 'decisions' based on their profits, I took action.  Health care is a human right.  If each of us pays our share, all of us will live a less stressful and productive life.  \n\nHealth Care for All Colorado Foundation is leading the way, and I'm with them!",,
TRUE,3,1,2,42310.48692,97.113.186.139,75-1865084,TRUE,FALSE,76034,"Empowering Children, Women, and Parent through Education!\n\nVolunteering at my son's school, working with parents and children at the library, communicating with women everywhere made me realize that our communities don't receive enough education. I started thinking about my children's future and I realized that I need to do something. \n\nI started by reaching President Obama, State Representatives, Senators, County Representatives, School Board, Non Profit Organization, Parents to promote a better education for all of us, for our kids and adults, for our community, for everyone.\n\nI am advocating right now for Preschools, Smaller Sized Classes, Child Development from Birth, Second Language in Elementary Schools, Help for the Children and their Parents with low knowledge of English, Help and Advance Learning for Teachers, Education for Parents, Nutritional Education, Disease Prevention. Most of all I am using my time to develop and to help our State to adapt new programs to Empower Women, Children, Parents.\n\nMany people I am working with to make this possible for our State are very supportive. And I was excited to receive and email from President Obama saying that I am working towards the right direction, that he is thankful for people like me who are trying to do more for our future, and that this will definitely help our children, parents, anyone.\n\nI do Believe that this is what our State needs, our Country need. It will prevent diseases, will help parents connect better with their children,our community to work for our own future, teachers to be more effective, reduce bullying, grow responsible children, stop domestic violence, and much more.\n\nSometimes I get tired, I am moving forward for the better future for my children, and for every child in the world, for women, for parents, for us!\n\nEven though it is not yet and organization, it will soon be!I am working right now on establishing it. The name will be Heart to Heart!",,
TRUE,444,84,360,42311.50503,71.176.252.26,13-4137654,TRUE,TRUE,10128,"Charcot-Marie-Tooth and my Family!\n\nCharcot-Marie-Tooth is a relatively unknown disease, even though it’s the most common inherited nerve disorder affecting 1 in 2,500 people. CMT causes peripheral nerve degeneration, mobility impairments, and there is no cure.\n\nMy father suffered daily with CMT and is now living CMT free in heaven. Now my sister endures the same struggles with CMT. She has dedicated her life by working countless hours to raise funds for the 'biggest disease no one has ever heard of.” \n\nDiagnosed with cancer at age 29 , she was given a chemotherapy which triggered this debilitating disease. Her legs are atrophied from the knees down and her hands are too weak to perform simple tasks we take for granted. She needs help buttoning a shirt, putting on jewelry, and requires leg braces to walk without falling.  \n\nI am committed to find a cure for this disease so my sister can live CMT free. I donate to the Hereditary Neuropathy Foundation (HNF) at www.hnf-cure.org.\n\nHNF is dedicated to supporting those living with CMT by raising awareness and money to fund research for new treatments and a cure. ",,
TRUE,89,13,76,42312.36913,74.202.245.2,13-4137654,TRUE,TRUE,10128,"We are capable of so much more than we imagine.  \n\nFor fifteen years my family lived in the shadow of a diagnosis that didn't have a name, but affected our everyday life. Running could not be accomplished, shoe shopping was near impossible, and daily tasks were a bit tougher to accomplish.  Fifteen years later we found the name - Charcot Marie Tooth the most commonly inherited neurological disorder affecting 1 in 2500 people, but no one has ever heard of it.  It creates progressive loss of muscle tissue and sensation throughout the body.  \n\nHereditary Neuropathy Foundation gives my family and others an opportunity to have the research to fight this currently incurable disease.  \n\nIf you asked me three years ago if I was capable of running a half marathon, I would have taken you as a crazy person.  Today I will be signing up for my FOURTH half marathon, proudly wearing my Team CMT shirt and raising every dollar for family's and individuals fighting together against CMT.  Each mile is so much more meaningful when I know that I am changing my family's future.  Help me to continue on my mission. \n\n#thisiswhyigive #givingtuesday #teamcmt\n\n www.hnf-cure.org\n",,
TRUE,28,2,26,42315.27516,99.6.96.12,13-4137654,TRUE,TRUE,10128,"Imagine as an athlete having to pay attention to every step you take because you are worried about catching your foot and falling.\nImagine wondering when the burning will start in your feet. I don not have to imagine because I have Charcot-Marie-Tooth or CMT.\nIt is the most common inherited neuro-muscular condition affecting 1. in 2500, or about 175,000 Americans.  It is a condition I share with my dad, aunt, sister and two nieces.  When I learned I had CMT I knew I was lucky to still be running because many with CMT wear braces, struggle with profound fatigue. Because the damage to the nerves affects hands and lower legs many struggle with everyday tasks like writing, opening jars and dressing.\nI run high profile events like the Boston Marathon to raise awareness for CMT and money for CMT research.  I founded Team CMT and so far we have 176 members in 31 states and six countries. We have raised over $100 K.  Despite many of us being told people with CMT cannot be athletes, we have over 2 dozen members with CMT. Four have completed the Ironman Triathlon.  We are sponsored by the Hereditary Neuropathy Foundation. I am so thankful for their support. I have also authored the book 'Running for My Life-Winning for CMT'. This year I participated in the Aquathlon World Championship in Chicago as a member of Team USA in Chicago. I do triathlons around the country and write about the experience on my blog at www.run4cmt.com",,
TRUE,771,198,573,42324.67999,100.34.243.216,13-4137654,TRUE,TRUE,10128,"'The biggest disease you've never heard of'  www.HNF-cure.org/Bernadette \n\nI dedicate my life to being an advocate for Charcot-marie-Tooth Disorder because not only do my brother and I have it, but my late father suffered with CMT along with other family members.  It's not easy to watch your family suffer but we did it together. CMT is known as the most common hereditary neuropathy in the world, yet many doctors haven't even heard of it or they know little to nothing about it. CMT is a progressive illness that's very debilitating and painful with no cure!!  HNF is a non profit for us living with CMT  and I am honored to be a part of the movement. Here's to raising awareness for CMT in memory of my Dad. The most loving, strong, smart caring man who is missed every day!!!\n#CharcotMarieToothAwareness ",,
TRUE,2,0,2,42332.51985,184.170.112.8,46-4661240,TRUE,TRUE,22604,"I give because I am a privileged, willing, and able teenager\nhttps://www.facebook.com/highlandfoodpantry/\nI’ve always loved the feeling I get when helping others and I’ve had lots of experience through Kiwanis and various school clubs, the positive energy that comes from volunteer work is invigorating. I am part of a Gifted Independent Study mentorship program at my school, and a major part of what we do is community outreach. My teacher, Robin Owens, set up a day for us to help organize and sort food at the Highland Food Pantry in our town. At first, I was not looking forward to it; I didn’t want to be in a cold room sorting food when I could be interacting with people and volunteering in a fun, exciting way. When we got there and met the wonderful and kind people who run the pantry, my opinion changed drastically.\nWe walked in the door and sat on the long benches in the entrance to the pantry. They started by introducing themselves as the Highland Food Pantry and running us through their schedule of providing food to those in need in our community. Then, they let us read letters from community members who have been impacted by the generosity of the food pantry. One older man had been injured and unable to work when his daughter was killed in a car accident and left her three children to him. He couldn’t care for them and take on the added responsibility of three young children. One day, he walked into the Highland Food Pantry in our small town and he cried. He felt horrible for not being able to care for his kids. The caring members of the pantry were able to give him an emergency box of food to hold him over until they could find a more permanent solution. This story, and many like it, showed me how important the pantry is for members of my local community who need help. The pantry made me realize that no matter how “boring” volunteer work can be, giving your time in any way to help people is the most important thing you can do. I’ve since returned to the pantry to unload and sort a major delivery from Family Dollar, and am planning a day to assist in serving clients.\nUnfortunately, the pantry has very limited funding. They get foods and other useful items to for their clients from the FDA, donations, and purchase a few things from local stores like Family Dollar, but this is not enough. The pantry is struggling to help all of their clients, especially as the winter holiday season approaches. It would be amazing if they could get more money to be able to serve as many people as possible for Christmas and keep all their clients in good health through the harsh winter. Everyone at the Highland Food Pantry cares immensely about improving the community, and need added support to be even more successful. Being able to give my time to such an amazing and selfless group has changed my life and made me even more aware of the power of giving.\nI give back because it makes me happy and I’m a privileged teenager with the ability to help others, so why not take advantage of the volunteer opportunities in my town, like the Highland Food Pantry.\n",,
TRUE,1,0,1,42317.656,23.126.57.213,46-5555742,TRUE,FALSE,40205,"                                Dying with Dignity\nThe initial compelling factor in my becoming involved in this particular charity was the location.  I grew up in the Butchertown neighborhood of Louisville where I attended St. Joseph School.  The parish and the Butchertown neighborhood have always been important to me.  I was involved in several projects in that area in the past. Recently I was asked to attend a planning meeting at a facility known as Hildegard House.  \n\nThe mission of Hildegard House is stated on their web page as:\n       Louisville’s First and Only Comfort Care Home\nWe provide a final place, a loving place, they can call home. A place where compassion, companionship, peace and dignity await them in their final stage of life.\n\nWe believe life is a gift from God. Such a gift makes all life precious even to the end. Our goal is to provide hospitality to people at the end of life who have no loved ones or home.\n\nHaving been interested in the plight of homeless veterans everywhere, it occurred to me that many veterans were likely to be in this group of homeless.\n\nAfter meeting Karen Cassidy, the director of Hildegard House, it was obvious that she not only had a wonderful concept but also the vision, experience, and drive to make this a reality.\n\nThe final and most compelling factor for becoming involved with both time and treasure in the Hildegard House charity was an incident that my wife and I had experienced many years earlier.  The phrase “death with dignity” brought to mind an acquaintance who lived alone and died alone.  He had been dead for at least three days when he was found in his apartment with his dogs.  Being animals, they had begun to use their loyal owner as food.  If there is an antithesis to “dying with dignity”, this is it. It was time to help do all I could to make this charity a success!\n\nHildegard House will be housed in the former convent of St. Joseph Church.  It is a perfect structure for this endeavor, but renovations are necessary to make it work for its new purpose.  Many volunteers have been helping in various ways to prepare the house for its grand opening in January, 2016, and it is beginning to take shape, but there is much more work to be done, and much more money needed for renovations as well as operating expenses.\n\nAll of the above factors have compelled me to get involved in Hildegard House.  \n\nWe look forward to our opening in January 2016! \n\n\n\n\n\n\n",,
TRUE,39,7,32,42310.46376,45.26.252.177,95-1644002,TRUE,TRUE,91105,"How what I wanted to be as a child led me here\nI asked myself, 'What did I want to be as a child? What inspired me?' I remembered what made me cry as a child. I recalled commercials of emaciated children living in third world countries, of skeletal dogs roaming the streets looking for food, and of homeless people and the elderly left alone, forgotten. Then, I thought I want to be a public relations director. I want to tell their stories. Upon realizing this, I found myself working at Hillsides, a Pasadena-headquartered child welfare agency that serves vulnerable children, youth, and families in Los Angeles, within one week. I am living my childhood passion to tell stories while doing good for a cause that means a great deal to me. Not only do I work there, I give too. I give because I believe in the mission to create lasting change whether it is through mental health, special education, or transitional housing. I know what it's like to seek help in troubling times, to feel like you are alone, and to assert your voice when a child is in need of special education. The training and advocacy we do at Hillsides, http://www.Hillsides.org, has also prepared me to be a better mom for my two sons. For those reasons, I give where my heart is. ",,
TRUE,1,0,1,42318.44722,108.34.60.215,56-0636249,TRUE,FALSE,27516,"My love for others inspires me to give... I believe nonprofit organizations are the backbone of our society and are propelling the future. Hillsong Church, an international church based out of Sydney, Australia has been a big influence in my life and has inspired me to give. Hillsong loves all people and I believe expresses love beautifully. They teach God is love and loves all people and celebrates all people. They are a modern church with an open door policy. I have supported this church financially and through service, although not in the traditional way. I have prayed and have been encouraged and have encouraged through their social media platform. Most importantly, I do my best to love everyone in my path whether serving the homeless or having coffee with a friend. We are all just one piece of this beautiful universe and the more love and peace we share with others, the more we can come together to celebrate life...",,
TRUE,66,5,61,42318.56093,8.20.69.6,56-6570426,TRUE,TRUE,27617,"Give as you are able\nHoltBrothersFoundation.com\n\nFinishing an Ironman can make you feel a high, but giving back to others can give you an even greater high that you can feel every day for the rest of your life.  I set out to complete an Ironman to show cancer that it couldn’t beat me, that I can do anything I put my mind to, and to inspire others.  However I received so much more in return from this journey.   By doing an Ironman it gave me a platform to not only raise money, but also awareness for programs that helped my family and me during our battle with my cancer.  The KidsCan and Camp Kesem programs made possible by the Holt Brothers Foundation are amazing!  KidsCan helps children of parents that are battling cancer both learn about Cancer, life and death, and how to deal with it emotionally.  And Camp Kesem is a week long summer camp that only invites kids that have a parent battling cancer or has lost their life to cancer to be with others just like them and escape the day to day sadness of cancer in the family.  My two little girls went from being scared to play with others at recess, because they might give “Cancer to someone else” and not sitting near me for the same fear of “catching Cancer” to now understanding it, embracing the good lessons learned and now they continue to help other friends they meet deal with the same issues.  The experience of my journey both through battling cancer and training for an ironman has made my family and me so much stronger.  I don’t wish cancer on anyone and can’t wait until they find a cure, but until then I think it is truly important to give to foundations that help people deal with cancer.  Specifically ones that help people deal with life during your cancer battle.  We are all affected by cancer’s horrible reach.  It important to help and give to programs whose mission is to assist people in dealing with cancer as they are fighting it, as well as post cancer for surviving family members and caregivers.  Often the best form of giving is not only monetary, but through volunteering or reaching out to ones you know who are in need.  Helping can be as simple as mowing the yard, making the family a dinner, taking a child to sports practice, or hanging out with them during a chemo session.  Any form helps and will mean more than you could ever imagine.  I found it difficult to accept help when I was going through chemo, radiation, and surgeries.  I didn’t want to let cancer think I was weak and needed any help, but I quickly learned that it did not make me weak, but made me stronger than I could ever imagine simply by letting others help and support in any way they desired.  Just ask Torry Holt or Terrence Holt and they will tell you there is no “I” in Team, Together Everyone Achieves More!  The battle with cancer is a tough one both mentally and physically , that’s why it is very important to keep people positive, and no matter what the outcome (you can trust me on this one – I’ve been on both sides with the loss of my father to cancer) everyone is better for it.  The warmth in your heart you feel from giving has no match.   I once was the recipient of so much giving and support, so please do yourself a favor add join me by paying it forward.  This is one of the few things in life that I can guarantee has no negatives, down side, or losers, it is a WIN/WIN for all parties involved! \n",,
TRUE,199,52,147,42321.62448,50.137.35.81,26-1666325,TRUE,TRUE,97123,"Moments of Joy at HomePlate\nMaking connections with youth in my community is one of my inspirations. I am a Senior Social Work Major at Pacific University. This year I will spend at least 440 hours volunteering for HomePlate Youth Services. After interviewing with several agencies for my practicum placement, I chose HomePlate– the only outreach team and drop-in resource center for youth experiencing housing instability in Washington County. HomePlate is special because they are a low-barrier, safe space for youth in the community to access necessary resources like a hot meal, shower, clothes, job resources, tutoring and more. \n\nMy favorite moments have come from Wednesday night drop-ins when I get to share a meal and provide homework tutoring for the youth. Early in October, one of the girls asked me to help her with a persuasive essay. As I was reading over it, she told me English was her second language, and her teacher had set a goal for her to improve from 5th grade to high school writing level by the end of the school year. We worked tirelessly on the essay together and after three weeks of work, she turned in her paper and got an A. The way she persevered through learning to write a persuasive essay in a second language serves as an inspiration to me. It’s these seemingly simple moments of joy which have meant the most to me.\n\nWhen asked, “What does HomePlate mean to you?” One of our youth responded, ““HomePlate cares for you and helps you find jobs and if you are having troubles they make sure they help you.” I couldn’t summarize it better, myself. HomePlate’s vision is to meet youth where they are. They have been providing services and consistency for youth in Washington County for ten years. I am inspired by the other members of the community who volunteer their time to make HomePlate’s vision a reality. Find out more about HomePlate at http://www.homeplateyouth.org. \n",,
TRUE,73,4,69,42321.40789,50.202.229.138,93-0884874,TRUE,TRUE,97470,"Community support wasn’t a part of my life growing up and I don’t really think of myself as a philanthropist or activist. However, #MyGivingStory shows the difference that ordinary people like me can make in the face of challenges, impacting the lives of others and inspiring others to rally around a cause. My inspiration to give started at home and grew to encompass a whole community of people who are disenfranchised by society—people with developmental disabilities.\nMy son, Alex, was born with developmental disabilities. In 2004, he was about to “age out” of special education, and my wife, Ruthie, and I struggled to find options that allowed him to continue to develop his abilities and remain in the community. Finally, our search brought us to Hope Services, a Bay Area-based nonprofit organization that provides programs and services to individuals with developmental disabilities of all ages. We were delighted with what we found at Hope—staff that were professional and compassionate, and, most importantly, programs that involved clients in the community through paid and volunteer work, recreational outings, and educational trips to places that clients needed to learn to navigate, like the grocery store or bank. Unfortunately, we live in the small town of Half Moon Bay, and the closest Hope program was an hour away in San Jose—too far out of Alex’s comfort zone and too long of a drive to be realistic for my wife and I. However, we weren’t ready to give up on Alex, or on Hope. So, we decided to launch a Hope program right at home, where Alex would feel comfortable and be able to become integrated into his own community, and our neighbors with developmental disabilities could find a compassionate, community-oriented place to reach their full potential.\nAlthough starting Hope Services’ Half Moon Bay program was no easy feat, once I experienced giving back to the community and impacting the lives of others with developmental disabilities and their families, I was hooked. Ruthie and I became regular donors to Hope, since we soon realized the organization needed financial support as well as volunteer support in order to provide its much-needed services. In 2007, I amplified my volunteer efforts by joining the Board of Directors of Hope, becoming Chair in 2014.\nThe more I began to mobilize the community around Hope’s mission to improve the lives of individuals with developmental disabilities, the more I realized an important thing about most people: they want to give back in whatever way they can, whether by making a donation, participating in a walkathon, or lending a helping hand. Therefore, I decided to give my employees at my business, Commercial Casework, the opportunity to incorporate philanthropy into their professional lives.  Each year, they are allowed to take time off to volunteer, organize volunteer days, and initiate fundraising drives for the nonprofits we support..  Far from detracting from Commercial Casework’s quality of work, I have found that bringing philanthropy into the workplace improves employees’ morale, helping to increase productivity and retain talented workers.  In fact, I would encourage any business owner to consider including some sort of charitable activity in their work—when entrepreneurs and employees feel the work they are doing is making a difference, they improve both their own lives and the community around them—a win-win situation for all.\nI hope #MyGivingStory shows that you don’t have to be a billionaire or superhero to have a real impact on the lives of others. All you need is a cause you care about, a fair bit of elbow grease, and the courage to try. I also hope you will check out the great work Hope is doing at www.hopeservices.org: I know advocating for society’s acceptance of people with disabilities has become my passion and, once you see the tremendous things Hope’s clients are doing, it might become yours, too.\n",,
TRUE,6,0,6,42310.58101,173.30.13.239,27-2028604,TRUE,FALSE,50323,"The Power of Education\n\nI give to Hopeful Africa because I believe in the power of education to foster sustainable prosperity around the world. Hopeful Africa works to do just that through educational development and equal partnership. I have had the great opportunity to volunteer on the Executive Team as the Social Media Manager of the nonprofit for over two years, and it has been the most rewarding two years of my life thus far. Last May Hopeful Africa hosted their annual celebration event Hope Night, of which I helped plan and promote. The exec team spent months and months of planning and fundraising leading up to the event. It was a huge success. We had 200+ attendees, which was double than the year prior, and we raised $12,000 in that single two hour event. Again, doubling our funds from the year prior. This was definitely a collaborative event for all team members, and I was so overcome with reward and fulfillment following the event. The success of Hope Night 2015 shows how team work and passion can make a world of difference for an organization. The funds raised at the event went directly to supporting the programs at our seven partner schools in Kenya. \n\nI have stuck with Hopeful Africa for many years because it was easy to see the impact that we were making as an organization.\n",,
TRUE,903,143,760,42314.65534,192.171.223.236,27-2028604,TRUE,FALSE,50323,"It all started in 2006 when I relocated back to the United State from Kenya, Africa. I saw the disparity between the education system I grew up in and the education system that I was a part of in West Des Moines, Iowa. In order to create educational opportunities for the youth, Kenya introduced free primary education in Kenya. However, there were some unexpected consequences with the dramatic enrollment increases. Teachers became overwhelmed, resources were exhausted, and ultimately the quality of education was compromised. In 2008, I decided something needed to be done, so I started a club at my high school. With the funds raised, we were able to provide educational resources for a school in Nakuru, Kenya. Little did I know what would follow. \n\nHopeful Africa has grown tremendously in the last seven years, from a simple high school club to a successful nonprofit organization receiving support from across the state of Iowa and beyond. Through Hopeful Africa’s efforts, over $90,000 has been invested at seven schools in Kenya benefiting over 3,000 students. We have provided 5,231 books, 27 computers, 143 high school scholarships, and 18 teachers, just to name a few. We have created several high school and college clubs, hosted numerous fundraising and awareness events, and built a team of passionate individuals to champion our cause. The investments at our partner schools have paid off too: test scores have increased, school rankings have soared, teacher to student ratios have decreased, graduation rates have improved, and enrollment in secondary schools has increased. \n\nThis past summer I had the opportunity to hear a story of one of the lives that we have impacted. I met a grandmother of one of the students that we sponsored. She shared that she had searched for months for support for her granddaughter but all was in vain. Then one day her granddaughter came back home and shared that she was selected for our scholarship program. She fell on her knees and thanked God for “this miracle”. She continued to say, “My hope is that my granddaughter and other sponsored students can continue their education, go away to college, and one day return to better their community with the education they've been given.' It is in moments like this and people like her that I get the inspiration to continue to serve. \n\nThese past seven years have been a story of dreams becoming reality. The impact on the lives of thousands of students was previously unimaginable for a such a small club. I believe this is where passion plays such a key role though, because I have continually and shamelessly shared my story with others, they have taken root in our cause, and our impact has grown tremendously. Even though the need is urgent and dire, I am continually inspired by the people I work with and the lives that we are changing in the communities that we serve. This story is just the beginning of what the future holds. \n",,
TRUE,2,0,2,42328.85517,71.180.90.131,14-1918233,TRUE,FALSE,95758,"A HOPEFUL Story\n Once upon a time there was this little girl who was abandoned by her mom because of drugs. She was sent to live with a father that was a workaholic, alcoholic and beat his wife on a continuous basis. At the age of fourteen she was put out of her dysfunctional home and left to fend for herself. There were times that she sat on a park bench and watched the cars pass by and wondered why with a world so big no one loved or cared about her. She stayed homeless for four years and during that time she birthed three children into the world, one at fifteen, one at sixteen, and one at seventeen. She was searching for the hope and love that she longed for and craved…\nFast forward twenty-seven or so years and meet Katina Hickmon, me. I poured all the hope and love I craved into my children, I now have five. Got a college degree, work for the state and serve and provide hope for the homeless, our HOPEFULS. Together I and my adult girls started feeding forty homeless people a month on the street just letting them know they are loved, then seventy homeless, now we feed between three hundred to three hundred and fifteen homeless HOPEFULS a month. We also provide hygiene products, clothes/shoes, and housing/employment resources. We have even relocated some of our HOPEFULS to other states to get them off the street. \nWhy do we do this? Well because I know what it’s like to be alone in the world and to not have anyone to depend on. So we make sure that every life we touch receives what they need to become self-sufficient and more importantly, we restore HOPE. We lend our HOPEFULS the courage and faith to take another step. It is what I wanted as a homeless teen, so it’s what we give them.\nI made it and we help them to realize that they can make it also. With each step it gets easier and easier. \nTogether we created HOPEFUL, Inc to better serve our HOPEFULS and assist them in getting back on their feet and staying there. We are all the family that some of them have. We have created partnerships that help us to serve but funding is limited. SO the organization that we give to is our own, HOPEFUL, Inc. We are now a non-profit organization that serves the homeless population.\n",,
TRUE,207,74,133,42328.27189,64.234.245.173,46-3075867,TRUE,TRUE,80631,"Ride Like the Wind: Serving Special Needs in Weld County!\nBelieving each new day horses can bring healing and hope to families with special needs, inspired me to give time and money to establish HorseBuds Therapeutic Riding Center in Greeley, Colorado. Since 2011, I’ve worked without pay because of results like this: • An eight-year old boy with autism adds his second word to his vocabulary after riding a horse for the first time! • A young child ditches her walker to ride a 1000 lb horse independently. • A little boy tethered to an oxygen tank after finding new freedom on horseback, exclaims over and over, “Ride like the wind, Bullseye!” • A woman with difficulty walking, experiences exploring the countryside on horseback. • A child whispers to a scared horse, “I know what it’s like to be afraid.” • A man with autism verbalizes spontaneous speech during his first class, and overcomes his fear of horses to come out to ride, as well as volunteer weekly at the center.\n#GivingTuesday could award a grant for $1,000-5,000 to HorseBuds Therapeutic Riding Center with your vote. Please vote and/or support us by donating online at www.horsebudstrc.org to help keep our riders riding! \n",,
